"zipcode","neighbour"
"48801","48847"
"48801","48880"
"48801","48883"
"48801","48889"
"42441","42409"
"42441","42431"
"42441","42436"
"42441","42445"
"42441","42450"
"42441","42456"
"42441","42408"
"39563","39562"
"39563","39567"
"39563","39581"
"48806","48807"
"48806","48831"
"48806","48614"
"48806","48847"
"48806","48871"
"48806","48874"
"48806","48879"
"42442","42431"
"42442","42440"
"42442","42453"
"42442","42464"
"42442","42217"
"42442","42408"
"48807","48806"
"48807","48831"
"48807","48614"
"48808","48820"
"48808","48823"
"48808","48848"
"48808","48906"
"48809","48834"
"48809","48838"
"48809","48846"
"48809","48865"
"48809","48881"
"48809","49331"
"48809","49341"
"42445","42411"
"42445","42038"
"42445","42441"
"42445","42450"
"42445","42064"
"42445","42211"
"42445","42215"
"42445","42408"
"39564","39532"
"39564","39553"
"39564","39565"
"48811","48818"
"48811","48834"
"48811","48845"
"48811","48856"
"48811","48871"
"48811","48884"
"48811","48889"
"42450","42409"
"42450","42441"
"42450","42445"
"42450","42064"
"42450","42404"
"42450","42408"
"39565","39532"
"39565","39553"
"39565","39562"
"39565","39564"
"39565","39573"
"39565","39574"
"39565","39452"
"42451","42420"
"42451","42458"
"42451","47630"
"42451","42301"
"42451","47715"
"42452","42420"
"42452","42455"
"42452","42327"
"42452","42301"
"42452","42406"
"42453","42442"
"42453","42217"
"42453","42408"
"39567","39563"
"39567","39581"
"48813","48821"
"48813","48827"
"48813","48837"
"48813","49021"
"48813","49076"
"48813","48861"
"48813","48876"
"48813","48917"
"48813","49096"
"48813","49284"
"42455","42409"
"42455","42452"
"42455","42456"
"42455","42327"
"42455","42406"
"48815","48849"
"48815","48881"
"48815","49325"
"48815","49331"
"48815","49302"
"48816","48855"
"42456","42409"
"42456","42413"
"42456","42436"
"42456","42441"
"42456","42455"
"42456","42327"
"42456","42371"
"42458","42420"
"42458","42451"
"48817","48429"
"48817","48433"
"48817","48449"
"48817","48460"
"48817","48867"
"48818","48811"
"48818","48877"
"48818","48884"
"48818","48888"
"48818","48889"
"48818","48891"
"42459","42437"
"42459","42064"
"42459","62919"
"42459","42404"
"95834","95833"
"95834","95835"
"95834","95837"
"95834","95838"
"95834","95691"
"95835","95834"
"95835","95837"
"95835","95838"
"95835","95673"
"95837","95834"
"95837","95835"
"95837","95691"
"95837","95659"
"95838","95833"
"95838","95834"
"95838","95835"
"95838","95815"
"95838","95821"
"95838","95652"
"95838","95660"
"95838","95673"
"95841","95842"
"95841","95821"
"95841","95608"
"95841","95621"
"95841","95660"
"95842","95841"
"95842","95843"
"95842","95621"
"95842","95660"
"95843","95842"
"95843","95747"
"95843","95621"
"95843","95626"
"95843","95660"
"95843","95673"
"95864","95825"
"95864","95826"
"95864","95827"
"95864","95821"
"95864","95608"
"95901","95914"
"95901","95918"
"95901","95953"
"95901","95961"
"95901","95965"
"95901","95966"
"95901","95977"
"95901","95991"
"95901","95692"
"95903","95977"
"95903","95692"
"95910","95936"
"95910","95944"
"95910","95959"
"95910","95960"
"95910","96125"
"95912","95932"
"95912","95937"
"95912","95950"
"95912","95987"
"95912","95607"
"95912","95645"
"95912","95679"
"95914","95901"
"95914","95918"
"95914","95919"
"95914","95966"
"95915","95984"
"37351","37406"
"37351","37415"
"37352","37359"
"37352","37388"
"37352","37398"
"37352","37334"
"37352","37160"
"33597","34661"
"33597","34602"
"33597","33513"
"33597","33514"
"33597","33523"
"33597","34736"
"37353","37336"
"37353","37363"
"37353","37302"
"37353","37311"
"37353","37312"
"33598","33573"
"33598","33579"
"33598","34219"
"33598","34221"
"33598","33503"
"33598","33547"
"33598","33570"
"37354","37826"
"37354","37874"
"37354","37385"
"37354","37885"
"37354","37303"
"37354","37329"
"33602","33603"
"33602","33605"
"33602","33606"
"33602","33607"
"33603","33602"
"33603","33604"
"33603","33605"
"33603","33607"
"33603","33610"
"33603","33614"
"37355","37342"
"37355","37357"
"37355","37360"
"37355","37388"
"37355","37330"
"37355","37183"
"37355","37018"
"37355","37026"
"33604","33603"
"33604","33610"
"33604","33612"
"33604","33614"
"33604","33617"
"33604","33618"
"37356","37366"
"37356","37375"
"37356","37380"
"37356","37387"
"37356","37324"
"37357","37342"
"37357","37355"
"37357","37110"
"37357","37394"
"37357","37301"
"37357","37026"
"37357","37190"
"37359","37348"
"37359","37352"
"37359","37398"
"37359","37306"
"37359","37334"
"37360","37355"
"37360","37388"
"37360","37160"
"37360","37183"
"37361","37362"
"37361","37307"
"37361","37323"
"53526","53533"
"53526","53543"
"53526","53569"
"61842","61839"
"61842","61854"
"61842","61882"
"61842","61722"
"61842","61724"
"61842","61735"
"61842","61752"
"53527","53531"
"53527","53718"
"53527","53558"
"53527","53559"
"53527","53589"
"53527","53590"
"61843","61840"
"61843","61845"
"61843","61853"
"61843","61854"
"61843","61724"
"53528","53515"
"53528","53529"
"53528","53560"
"53528","53562"
"53528","53572"
"53528","53593"
"53528","53597"
"53529","53528"
"53529","53532"
"53529","53555"
"53529","53560"
"53529","53583"
"53529","53597"
"53529","53911"
"61844","61831"
"61844","61834"
"61844","61841"
"61844","61849"
"61844","61857"
"61844","61858"
"61844","61859"
"61844","61812"
"61845","61840"
"61845","61843"
"61845","60936"
"61845","61724"
"61845","61770"
"53530","53504"
"53530","53510"
"53530","53516"
"53530","53541"
"53530","53807"
"53530","53565"
"53530","53586"
"61846","61834"
"61846","61850"
"61846","61870"
"61846","47928"
"61846","47974"
"61846","61883"
"61846","61817"
"53531","53523"
"53531","53527"
"53531","53559"
"53531","53589"
"53531","53594"
"61847","61862"
"61847","61866"
"61847","61873"
"61847","61878"
"61847","60949"
"61847","60957"
"61847","60960"
"61848","61865"
"61848","61811"
"61849","61841"
"61849","61844"
"61849","61859"
"61849","61873"
"61849","61877"
"61849","61810"
"61849","61816"
"61850","61841"
"61850","61846"
"61850","61870"
"61850","61876"
"61850","61924"
"61850","61817"
"61851","61822"
"61851","61856"
"61851","61872"
"61851","61875"
"61851","61880"
"61851","61884"
"61851","61913"
"61851","61813"
"53532","53529"
"53532","53718"
"53532","53955"
"53532","53960"
"53532","53571"
"53532","53590"
"53532","53597"
"53532","53598"
"53532","53704"
"53532","53911"
"61852","61864"
"61852","61877"
"61852","61942"
"61852","61956"
"61852","61816"
"61853","61822"
"61853","61840"
"61853","61843"
"61853","61854"
"61853","61875"
"61853","61884"
"53533","53506"
"53533","53507"
"53533","53526"
"53533","53543"
"53533","53544"
"53533","53553"
"53533","53565"
"53533","53569"
"53533","53582"
"53533","53588"
"61854","61839"
"61854","61842"
"61854","61843"
"61854","61853"
"61854","61856"
"61854","61724"
"61854","61884"
"61855","61856"
"61855","61813"
"61855","61818"
"53534","53523"
"53534","53536"
"53534","53538"
"53534","53545"
"53534","53548"
"53534","53563"
"53534","53589"
"61856","61830"
"61856","61839"
"61856","61851"
"61856","61854"
"61856","61855"
"61856","61884"
"61856","61813"
"61856","61818"
"61857","61844"
"53536","53502"
"53536","53520"
"53536","53521"
"53536","53534"
"53536","53548"
"53536","53589"
"02536","02534"
"02536","02540"
"02536","02542"
"02536","02556"
"02536","02649"
"02537","02563"
"02537","02644"
"02537","02648"
"02537","02668"
"02538","02532"
"02538","02558"
"02538","02571"
"02538","02360"
"02539","02557"
"02539","02568"
"02539","02575"
"02540","02536"
"02540","02543"
"02540","02556"
"02542","02532"
"02542","02534"
"02542","02536"
"02542","02559"
"02542","02561"
"02542","02563"
"02542","02644"
"02542","02649"
"02543","02540"
"02543","02713"
"02553","02532"
"02553","02559"
"02554","02564"
"02554","02584"
"02556","02534"
"02556","02536"
"02556","02540"
"02557","02539"
"02557","02568"
"02557","02575"
"02558","02532"
"02558","02538"
"02558","02571"
"02559","02532"
"02559","02534"
"02559","02542"
"02559","02553"
"02561","02532"
"02561","02542"
"02561","02562"
"02561","02563"
"02562","02532"
"02562","02561"
"02562","02563"
"02562","02360"
"02563","02537"
"02563","02542"
"02563","02561"
"02563","02562"
"02563","02644"
"02563","02648"
"02563","02649"
"02564","02554"
"02564","02584"
"75137","75104"
"75137","75115"
"75137","75116"
"75137","75237"
"75137","75249"
"75140","75103"
"75140","75127"
"75140","75773"
"75140","75790"
"75140","75410"
"75140","75440"
"75141","75125"
"75141","75134"
"75141","75159"
"75141","75172"
"75141","75253"
"75141","75217"
"75141","75241"
"75142","75103"
"75142","75114"
"75142","75143"
"75142","75147"
"75142","75158"
"75142","75160"
"75142","75161"
"75142","75169"
"75143","75105"
"75143","75119"
"75143","75142"
"75143","75144"
"75143","75147"
"75143","75156"
"75143","75158"
"75143","75163"
"75144","75105"
"75144","75109"
"75144","75143"
"75144","75148"
"75144","75153"
"75144","75163"
"75144","75859"
"75144","75840"
"75146","75115"
"75146","75125"
"75146","75134"
"75146","75154"
"75146","75172"
"75147","75103"
"75147","75124"
"75147","75142"
"75147","75143"
"75147","75156"
"75148","75124"
"75148","75144"
"75148","75156"
"75148","75163"
"75148","75751"
"75148","75840"
"75149","75150"
"75149","75180"
"75149","75181"
"75149","75182"
"75149","75217"
"75149","75227"
"75149","75228"
"75150","75149"
"75150","75182"
"75150","75043"
"75150","75228"
"75152","75119"
"75152","75125"
"75152","75154"
"75152","75165"
"75153","75105"
"75153","75109"
"75153","75144"
"75154","75104"
"75154","75115"
"75154","75125"
"75154","75146"
"75154","75152"
"75154","75165"
"75154","75167"
"75154","76065"
"75155","75105"
"75155","75109"
"75155","75110"
"75155","75119"
"75156","75124"
"75156","75143"
"75156","75147"
"75156","75148"
"75156","75163"
"75157","75158"
"70464","70420"
"70464","70431"
"70464","70445"
"70464","70452"
"75158","75114"
"75158","75119"
"75158","75142"
"75158","75143"
"75158","75157"
"70465","70436"
"70465","70444"
"70465","70456"
"80476","80497"
"80476","80435"
"80476","80438"
"80476","80444"
"80476","80468"
"80477","80487"
"80478","80482"
"80478","80442"
"80478","80446"
"70466","70711"
"70466","70401"
"70466","70443"
"70466","70446"
"70466","70451"
"80479","80483"
"80479","80426"
"80479","80463"
"80479","80467"
"75159","75114"
"75159","75119"
"75159","75125"
"75159","75126"
"75159","75141"
"75159","75181"
"75159","75253"
"70471","70420"
"70471","70433"
"70471","70445"
"70471","70447"
"70471","70448"
"80480","80487"
"80480","80512"
"80480","80428"
"80480","80434"
"80480","80446"
"80480","80447"
"80480","82063"
"80480","82070"
"80480","82325"
"80480","80459"
"80480","80473"
"80481","80510"
"80481","80540"
"80481","80302"
"80481","80446"
"80481","80447"
"80481","80455"
"80481","80466"
"75160","75114"
"75160","75126"
"75160","75142"
"75160","75161"
"75160","75189"
"75160","75032"
"75160","75474"
"80482","80478"
"80482","80422"
"80482","80436"
"80482","80438"
"80482","80442"
"80482","80446"
"80482","80452"
"80482","80466"
"80482","80468"
"80483","80479"
"80483","80426"
"80483","81637"
"80483","81641"
"80483","80467"
"80483","80469"
"70501","70503"
"70501","70506"
"70501","70507"
"70501","70508"
"70501","70517"
"42044","42025"
"42044","42029"
"42044","42045"
"48506","48503"
"48506","48505"
"48506","48509"
"48506","48423"
"48506","48437"
"48506","48463"
"42045","42029"
"42045","42044"
"42045","42055"
"42045","42081"
"42045","42083"
"42047","42028"
"42047","42078"
"42047","42081"
"42048","42025"
"42048","42036"
"42048","42071"
"42048","42020"
"42049","42040"
"42049","42071"
"42049","42076"
"42049","42079"
"42049","38222"
"42049","38224"
"42049","38241"
"42049","38251"
"48507","48473"
"48507","48503"
"48507","48509"
"48507","48519"
"48507","48529"
"48507","48532"
"48507","48551"
"48507","48553"
"48507","48554"
"48507","48439"
"42050","42031"
"42050","42041"
"42050","63869"
"42050","38079"
"42050","63845"
"42050","38261"
"42051","42025"
"42051","42027"
"42051","42035"
"42051","42039"
"42051","42061"
"42051","42066"
"42051","42069"
"42051","42082"
"48509","48503"
"48509","48506"
"48509","48507"
"48509","48519"
"48509","48423"
"48519","48503"
"48519","48507"
"48519","48509"
"48519","48529"
"48519","48423"
"48519","48439"
"48529","48507"
"48529","48519"
"48529","48439"
"42053","42035"
"42053","42056"
"42053","42060"
"42053","42086"
"42053","42087"
"42053","42022"
"42053","42001"
"42053","62941"
"42053","62953"
"42053","62960"
"42053","62970"
"42054","42025"
"42054","42040"
"42054","42066"
"42054","42071"
"42054","42020"
"48532","48473"
"48532","48503"
"48532","48504"
"48532","48507"
"48532","48433"
"48551","48507"
"48551","48553"
"48553","48507"
"48553","48551"
"48554","48473"
"48554","48507"
"27201","27215"
"27203","27205"
"27203","27248"
"27203","27317"
"27205","27203"
"27205","27239"
"27205","27248"
"27205","27316"
"27205","27317"
"27205","27341"
"27205","27350"
"27205","27356"
"27205","27370"
"27205","27371"
"27207","27208"
"27207","27252"
"27207","27312"
"27207","27325"
"27207","27330"
"27207","27344"
"27208","27207"
"27208","27316"
"27208","27325"
"27208","27341"
"27208","27344"
"27209","27229"
"27209","27242"
"27209","27356"
"27209","27371"
"27212","27291"
"27212","27305"
"27212","27315"
"27212","27343"
"27212","27379"
"27214","27249"
"27214","27301"
"27214","27320"
"27214","27405"
"27214","27455"
"27215","27201"
"27215","27217"
"27215","27244"
"27215","27249"
"27215","27253"
"27215","27283"
"27215","27298"
"27215","27349"
"27215","27377"
"27217","27215"
"27217","27244"
"27217","27253"
"27217","27258"
"27217","27302"
"27217","27379"
"27229","27209"
"27229","27242"
"27229","27281"
"27229","27306"
"27229","27371"
"27229","28338"
"27229","28367"
"27231","27243"
"27231","27278"
"27231","27302"
"27231","27314"
"27231","27541"
"27233","27248"
"27233","27283"
"27233","27298"
"27233","27313"
"27233","27317"
"27233","27406"
"27235","27265"
"27235","27284"
"27235","27310"
"27235","27409"
"27239","27205"
"27239","27292"
"27239","27370"
"27239","27371"
"27239","28127"
"27239","28137"
"27242","27209"
"27242","27229"
"27242","27281"
"27242","27325"
"27242","27356"
"27242","27376"
"27242","28327"
"27243","27231"
"27243","27278"
"27243","27302"
"27243","27516"
"27244","27215"
"27244","27217"
"27244","27249"
"27244","27320"
"27244","27379"
"27248","27203"
"27248","27205"
"27248","27233"
"27248","27298"
"27248","27316"
"27248","27317"
"27248","27355"
"27249","27214"
"27249","27215"
"27249","27244"
"27249","27301"
"27249","27320"
"27249","27377"
"27252","27207"
"27252","27325"
"27252","27330"
"27253","27215"
"27253","27217"
"27253","27258"
"27253","27302"
"27253","27312"
"27253","27340"
"27253","27349"
